,official gene symbol,cell type (general),cell type id (human),gene id
509,ARX,Interneurons,Q101405035,Q15319726
510,ARX,Neural stem/precursor cells,Q101405041,Q15319726
511,ARX,Pancreatic progenitor cells,Q101405063,Q15319726
512,POU3F4,Alpha cells,Q101404914,Q18030670
513,POU3F4,Neural stem/precursor cells,Q101405041,Q18030670
514,NKX2-2,Alpha cells,Q101404914,Q18030163
515,NKX2-2,Beta cells,Q101405087,Q18030163
516,NKX2-2,Enteroendocrine cells,Q101404935,Q18030163
517,NKX2-2,Epsilon cells,Q101404922,Q18030163
518,NKX2-2,Neuroendocrine cells,Q101405206,Q18030163
519,NKX2-2,Pancreatic progenitor cells,Q101405063,Q18030163
520,RESP18,Alpha cells,Q101404914,Q18056598
521,RESP18,Delta cells,Q101404889,Q18056598
522,RESP18,Neurons,Q101405104,Q18056598
523,PYY,Alpha cells,Q101404914,Q14904559
524,PYY,Enteroendocrine cells,Q101404935,Q14904559
525,PCSK2,Alpha cells,Q101404914,Q14902484
526,PCSK2,Beta cells,Q101405087,Q14902484
527,PCSK2,Interneurons,Q101405035,Q14902484
528,PCSK2,Neurons,Q101405104,Q14902484
529,SLC38A5,Alpha cells,Q101404914,Q18048663
530,SLC38A5,Endothelial cells,Q101404908,Q18048663
531,SLC38A5,Müller cells,Q101405096,Q18048663
532,SLC38A5,Müller cells,Q101405097,Q18048663
533,TM4SF4,Alpha cells,Q101404914,Q18032016
534,TM4SF4,Enteric neurons,Q101404906,Q18032016
535,TM4SF4,Hepatocytes,Q101405101,Q18032016
536,CRYBA2,Alpha cells,Q101404914,Q17910087
537,NKX6-1,Alpha cells,Q101404914,Q18030165
538,NKX6-1,Beta cells,Q101405087,Q18030165
539,NKX6-1,Motor neurons,Q101404862,Q18030165
540,NKX6-1,Neuroblasts,Q101405031,Q18030165
541,KCNK16,Alpha cells,Q101404914,Q18047274
542,KCNK16,Delta cells,Q101404889,Q18047274
543,PCSK1,Alpha cells,Q101404914,Q14876709
544,PCSK1,Anterior pituitary gland cells,Q101405034,Q14876709
545,PCSK1,Beta cells,Q101405087,Q14876709
546,PCSK1,Delta cells,Q101404889,Q14876709
547,PCSK1,Enteroendocrine cells,Q101404935,Q14876709
548,PRRG2,Alpha cells,Q101404914,Q18030819
549,IRX2,Alpha cells,Q101404914,Q18052238
550,IRX2,Loop of Henle cells,Q101405109,Q18052238
551,ALDH1A1,Alpha cells,Q101404914,Q17816656
552,ALDH1A1,Enteric glia cells,Q101405119,Q17816656
553,ALDH1A1,Hematopoietic stem cells,Q101405052,Q17816656
554,ALDH1A1,Leydig cells,Q101405116,Q17816656
555,PEMT,Alpha cells,Q101404914,Q14911536
556,CHGA,Alpha cells,Q101404914,Q14909191
557,CHGA,Anterior pituitary gland cells,Q101405034,Q14909191
558,CHGA,Chromaffin cells,Q101404868,Q14909191
559,CHGA,Enteroendocrine cells,Q101404935,Q14909191
560,CHGA,Merkel cells,Q101404933,Q14909191
561,CHGA,Photoreceptor cells,Q101404878,Q14909191
562,CHGA,Photoreceptor cells,Q101404879,Q14909191
563,SMIM24,Alpha cells,Q101404914,Q18054326
564,SMIM24,Germ cells,Q101404931,Q18054326
565,F10,Alpha cells,Q101404914,Q14865111
566,SCGN,Alpha cells,Q101404914,Q18035510
567,SCGN,Beta cells,Q101405087,Q18035510
568,SCGN,Delta cells,Q101404889,Q18035510
569,SCGN,Enteroendocrine cells,Q101404935,Q18035510
570,SCGN,Gamma (PP) cells,Q101405057,Q18035510
571,SCGN,Neuroblasts,Q101405031,Q18035510
572,SLC30A8,Alpha cells,Q101404914,Q14907990
573,SLC30A8,Beta cells,Q101405087,Q14907990
574,SH3GL2,Alpha cells,Q101404914,Q18031477
575,SH3GL2,Beta cells,Q101405087,Q18031477
576,SCGB2A1,Alpha cells,Q101404914,Q18029075
577,SCGB2A1,Beta cells,Q101405087,Q18029075
578,SCGB2A1,Gamma (PP) cells,Q101405057,Q18029075
579,FAP,Alpha cells,Q101404914,Q5446452
580,FAP,Fibroblasts,Q101404861,Q5446452
581,FAP,Hepatic stellate cells,Q101404946,Q5446452
582,FAP,Stromal cells,Q101404941,Q5446452
583,DPP4,Alpha cells,Q101404914,Q14904803
584,DPP4,Dendritic cells,Q101404869,Q14904803
585,DPP4,Endothelial cells,Q101404908,Q14904803
586,DPP4,Enterocytes,Q101405073,Q14904803
587,DPP4,Mesothelial cells,Q101405100,Q14904803
588,DPP4,NK cells,Q68620803,Q14904803
589,DPP4,Podocytes,Q101405039,Q14904803
590,DPP4,Proximal tubule cells,Q101404885,Q14904803
591,DPP4,T helper cells,Q101404876,Q14904803
593,GPR119,Alpha cells,Q101404914,Q18050789
594,GPR119,Enteroendocrine cells,Q101404935,Q18050789
595,MAFB,Alpha cells,Q101404914,Q18034893
596,MAFB,Beta cells,Q101405087,Q18034893
597,MAFB,Leydig cells,Q101405116,Q18034893
598,MAFB,Microglia,Q101404888,Q18034893
599,MAFB,Podocytes,Q101405039,Q18034893
600,MAFB,Sertoli cells,Q101404909,Q18034893
601,PAX6,Alpha cells,Q101404914,Q14916213
602,PAX6,Beta cells,Q101405087,Q14916213
603,PAX6,Enteroendocrine cells,Q101404935,Q14916213
604,PAX6,Gamma (PP) cells,Q101405057,Q14916213
605,PAX6,Immature neurons,Q101405067,Q14916213
606,PAX6,Interneurons,Q101405035,Q14916213
607,PAX6,Radial glia cells,Q101404897,Q14916213
608,PAX6,Retinal progenitor cells,Q101404912,Q14916213
609,NEUROD1,Alpha cells,Q101404914,Q18030053
610,NEUROD1,Beta cells,Q101405087,Q18030053
611,NEUROD1,Enteroendocrine cells,Q101404935,Q18030053
612,NEUROD1,Gamma (PP) cells,Q101405057,Q18030053
613,NEUROD1,Immature neurons,Q101405067,Q18030053
614,NEUROD1,Neural stem/precursor cells,Q101405041,Q18030053
615,NEUROD1,Neuroblasts,Q101405031,Q18030053
616,NEUROD1,Pinealocytes,Q101404890,Q18030053
617,LOXL4,Alpha cells,Q101404914,Q18047442
618,PLCE1,Alpha cells,Q101404914,Q18040087
619,PLCE1,Enteric neurons,Q101404906,Q18040087
620,PLCE1,Podocytes,Q101405039,Q18040087
621,GC,Alpha cells,Q101404914,Q18025586
622,GC,Hepatocytes,Q101405101,Q18025586
623,GC,Proximal tubule cells,Q101404885,Q18025586
624,KLHL41,Alpha cells,Q101404914,Q18035296
625,FEV,Alpha cells,Q101404914,Q18041220
626,FEV,Serotonergic neurons,Q101404905,Q18041220
627,PTGER3,Alpha cells,Q101404914,Q18030898
628,RFX6,Alpha cells,Q101404914,Q18053565
629,SMARCA1,Alpha cells,Q101404914,Q18031592
630,SMARCA1,Mast cells,Q101404923,Q18031592
631,SMARCA1,Pulmonary alveolar type I cells,Q101405061,Q18031592
632,PGR,Alpha cells,Q101404914,Q14872994
633,PGR,Epithelial cells,Q101404948,Q14872994
634,PGR,Luminal epithelial cells,Q101404886,Q14872994
635,LDB2,Alpha cells,Q101404914,Q18033809
636,IRX1,Alpha cells,Q101404914,Q18046059
637,IRX1,Pulmonary alveolar type II cells,Q101404950,Q18046059
638,UCP2,Alpha cells,Q101404914,Q18032275
639,UCP2,Delta cells,Q101404889,Q18032275
640,UCP2,Erythroid-like and erythroid precursor cells,Q101404957,Q18032275
641,UCP2,Fibroblasts,Q101404861,Q18032275
642,UCP2,Hepatocytes,Q101405101,Q18032275
643,UCP2,Macrophages,Q101405081,Q18032275
644,UCP2,Microglia,Q101404888,Q18032275
645,UCP2,Thymocytes,Q101405038,Q18032275
646,FXYD5,Alpha cells,Q101404914,Q18040683
647,RGS4,Alpha cells,Q101404914,Q18253738
648,GLS,Alpha cells,Q101404914,Q18026162
649,GLS,Enterocytes,Q101405073,Q18026162
650,GLS,Glutaminergic neurons,Q101404918,Q18026162
651,GLS,Photoreceptor cells,Q101404878,Q18026162
652,GLS,Photoreceptor cells,Q101404879,Q18026162
653,PLET1,Alveolar macrophages,Q101405064,Q18055811
654,IL1B,Alveolar macrophages,Q101405064,Q14916410
655,IL1B,Kupffer cells,Q101405068,Q14916410
656,IL1B,Macrophages,Q101405081,Q14916410
657,IL1B,Monocytes,Q101405036,Q14916410
658,IL1B,Neutrophils,Q101405102,Q14916410
659,IL1B,Pulmonary alveolar type II cells,Q101404950,Q14916410
660,CCL3,Alveolar macrophages,Q101405064,Q14907547
661,CCL3,Basophils,Q101405089,Q14907547
662,CCL3,Macrophages,Q101405081,Q14907547
663,CCL3,Microglia,Q101404888,Q14907547
664,CCL3,Monocytes,Q101405036,Q14907547
665,CCL3,Neutrophils,Q101405102,Q14907547
666,CCL3,NK cells,Q68620803,Q14907547
667,CCL3,Osteoclasts,Q101404928,Q14907547
668,CCL3,T cells,Q101405075,Q14907547
669,G0S2,Alveolar macrophages,Q101405064,Q18039808
670,G0S2,Enterocytes,Q101405073,Q18039808
671,G0S2,Hematopoietic stem cells,Q101405052,Q18039808
672,G0S2,Hepatocytes,Q101405101,Q18039808
673,CXCL2,Alveolar macrophages,Q101405064,Q18026559
674,CXCL2,Ductal cells,Q101404956,Q18026559
675,CXCL2,Macrophages,Q101405081,Q18026559
676,CXCL2,Neutrophils,Q101405102,Q18026559
677,CXCL2,Pulmonary alveolar type II cells,Q101404950,Q18026559
678,MCEMP1,Alveolar macrophages,Q101405064,Q18053123
679,MCEMP1,Mast cells,Q101404923,Q18053123
680,KLHDC4,Alveolar macrophages,Q101405064,Q18041235
681,GDA,Alveolar macrophages,Q101405064,Q408846
682,GDA,Interneurons,Q101405035,Q408846
683,CLEC7A,Alveolar macrophages,Q101405064,Q18045689
684,CLEC7A,Dendritic cells,Q101404869,Q18045689
685,CLEC7A,Macrophages,Q101405081,Q18045689
686,CLEC7A,Monocytes,Q101405036,Q18045689
687,ITGAX,Alveolar macrophages,Q101405064,Q14904987
688,ITGAX,Basophils,Q101405089,Q14904987
689,ITGAX,Dendritic cells,Q101404869,Q14904987
690,ITGAX,Macrophages,Q101405081,Q14904987
691,ITGAX,Microglia,Q101404888,Q14904987
692,ITGAX,Monocytes,Q101405036,Q14904987
693,ITGAX,Neutrophils,Q101405102,Q14904987
694,ITGAX,NK cells,Q68620803,Q14904987
695,TNFAIP2,Alveolar macrophages,Q101405064,Q18032041
696,TNFAIP2,Microfold cells,Q101404934,Q18032041
697,CD36,Alveolar macrophages,Q101405064,Q14864573
698,CD36,Cardiomyocytes,Q101405077,Q14864573
699,CD36,Endothelial cells,Q101404908,Q14864573
700,CD36,Enterocytes,Q101405073,Q14864573
701,CD36,Erythroid-like and erythroid precursor cells,Q101404957,Q14864573
702,CD36,Macrophages,Q101405081,Q14864573
703,CD36,Monocytes,Q101405036,Q14864573
704,CD36,Platelets,Q101404882,Q14864573
705,CD36,Pulmonary alveolar type II cells,Q101404950,Q14864573
706,CD36,Reticulocytes,Q101405122,Q14864573
707,GAL,Alveolar macrophages,Q101405064,Q14904948
708,GAL,Embryonic stem cells,Q101405112,Q14904948
709,GAL,Enteric neurons,Q101404906,Q14904948
710,GAL,Enteroendocrine cells,Q101404935,Q14904948
711,GAL,Interneurons,Q101405035,Q14904948
712,GAL,Satellite cells,Q101404953,Q14904948
713,GPNMB,Alveolar macrophages,Q101405064,Q18035399
714,GPNMB,Langerhans cells,Q101405080,Q18035399
715,GPNMB,Macrophages,Q101405081,Q18035399
716,GPNMB,Melanocytes,Q101404894,Q18035399
717,MRC1,Alveolar macrophages,Q101405064,Q18029278
718,MRC1,Macrophages,Q101405081,Q18029278
719,MRC1,Mesangial cells,Q101405121,Q18029278
720,MRC1,Monocytes,Q101405036,Q18029278
721,MRC1,Myocytes,Q101404903,Q18029278
722,MARCO,Alveolar macrophages,Q101405064,Q18033213
723,MARCO,Kupffer cells,Q101405068,Q18033213
724,CSF2RB,Alveolar macrophages,Q101405064,Q17910399
725,CSF2RB,Mast cells,Q101404923,Q17910399
726,MPP1,Alveolar macrophages,Q101405064,Q18029263
727,TRIM25,Alveolar macrophages,Q101405064,Q18032510
728,OLR1,Alveolar macrophages,Q101405064,Q18030273
729,S100A4,Alveolar macrophages,Q101405064,Q18031350
730,S100A4,Dendritic cells,Q101404869,Q18031350
731,S100A4,Fibroblasts,Q101404861,Q18031350
732,S100A4,Macrophages,Q101405081,Q18031350
733,S100A4,Monocytes,Q101405036,Q18031350
734,S100A4,Myeloid-derived suppressor cells,Q101062473,Q18031350
735,S100A4,Myeloid-derived suppressor cells,Q101404944,Q18031350
736,S100A4,Neutrophils,Q101405102,Q18031350
737,S100A4,NK cells,Q68620803,Q18031350
738,S100A4,T cells,Q101405075,Q18031350
739,GNGT2,Alveolar macrophages,Q101405064,Q18026280
740,GNGT2,Pinealocytes,Q101404890,Q18026280
741,AGA,Anterior pituitary gland cells,Q101405034,Q18247637
742,ANGPT1,Anterior pituitary gland cells,Q101405034,Q14912176
743,ANGPT1,Hematopoietic stem cells,Q101405052,Q14912176
744,ANGPT1,Pericytes,Q101405045,Q14912176
745,ANGPT1,Platelets,Q101404882,Q14912176
746,ANGPT1,Pulmonary vascular smooth muscle cells,Q101404955,Q14912176
747,ANGPT1,Smooth muscle cells,Q101404901,Q14912176
748,CPEB4,Anterior pituitary gland cells,Q101405034,Q18046702
749,IGSF1,Anterior pituitary gland cells,Q101405034,Q18027802
750,NKTR,Anterior pituitary gland cells,Q101405034,Q18030161
751,NUCB2,Anterior pituitary gland cells,Q101405034,Q18030234
752,NUCB2,Enteroendocrine cells,Q101404935,Q18030234
753,PITX2,Anterior pituitary gland cells,Q101405034,Q18030562
754,PITX2,Embryonic stem cells,Q101405112,Q18030562
755,PITX2,Hematopoietic stem cells,Q101405052,Q18030562
756,PITX2,Interneurons,Q101405035,Q18030562
757,PITX2,Neural stem/precursor cells,Q101405041,Q18030562
758,POU1F1,Anterior pituitary gland cells,Q101405034,Q14908190
759,PRL,Anterior pituitary gland cells,Q101405034,Q21163349
760,PRL,Decidual cells,Q101404881,Q21163349
761,RAB27A,Anterior pituitary gland cells,Q101405034,Q18030999
762,RCN3,Anterior pituitary gland cells,Q101405034,Q18043008
763,SEZ6L2,Anterior pituitary gland cells,Q101405034,Q18038244
764,SIX6,Anterior pituitary gland cells,Q101405034,Q18030284
765,SIX6,Retinal ganglion cells,Q101405117,Q18030284
766,SIX6,Retinal progenitor cells,Q101404912,Q18030284
767,TBRG1,Anterior pituitary gland cells,Q101405034,Q18047857
768,TMEM130,Anterior pituitary gland cells,Q101405034,Q18053581
769,TMEM130,Neurons,Q101405104,Q18053581
770,POMC,Anterior pituitary gland cells,Q101405034,Q14819793
771,POMC,Immature neurons,Q101405067,Q14819793
772,POMC,Melanocytes,Q101404894,Q14819793
773,GMPPA,Anterior pituitary gland cells,Q101405034,Q18039700
774,GNB3,Anterior pituitary gland cells,Q101405034,Q18026254
775,GNB3,Photoreceptor cells,Q101404878,Q18026254
776,GNB3,Photoreceptor cells,Q101404879,Q18026254
777,HEPACAM2,Anterior pituitary gland cells,Q101405034,Q18053680
778,ASB4,Anterior pituitary gland cells,Q101405034,Q18040493
779,RAX,Anterior pituitary gland cells,Q101405034,Q18039771
780,RAX,Immature neurons,Q101405067,Q18039771
781,RAX,Retinal progenitor cells,Q101404912,Q18039771
782,RAX,Tanycytes,Q101405074,Q18039771
783,NKX2-1,Anterior pituitary gland cells,Q101405034,Q18255010
784,NKX2-1,Pulmonary alveolar type II cells,Q101404950,Q18255010
785,FSHB,Anterior pituitary gland cells,Q101405034,Q17930727
786,GNRHR,Anterior pituitary gland cells,Q101405034,Q15316535
787,PITX1,Anterior pituitary gland cells,Q101405034,Q18030561
788,PITX1,Interneurons,Q101405035,Q18030561
789,GH1,Anterior pituitary gland cells,Q101405034,Q18025887
790,TSHB,Anterior pituitary gland cells,Q101405034,Q18032201
791,TSHB,Interneurons,Q101405035,Q18032201
792,PAX7,Anterior pituitary gland cells,Q101405034,Q18030358
793,PAX7,Myoblasts,Q101404940,Q18030358
794,PAX7,Myocytes,Q101404903,Q18030358
795,PAX7,Plasma cells,Q101405123,Q18030358
796,PAX7,Satellite cells,Q101404953,Q18030358
797,LHB,Anterior pituitary gland cells,Q101405034,Q18028545
798,S100B,Astrocytes,Q101405103,Q18031359
799,S100B,Astrocytes,Q67801129,Q18031359
805,S100B,Bergmann glia,Q101404920,Q18031359
806,S100B,Dendritic cells,Q101404869,Q18031359
807,S100B,Enteric glia cells,Q101405119,Q18031359
808,S100B,Ependymal cells,Q101405078,Q18031359
809,S100B,Gamma delta T cells,Q101405093,Q18031359
810,S100B,Neural stem/precursor cells,Q101405041,Q18031359
811,S100B,Schwann cells,Q101404893,Q18031359
812,SLC1A2,Astrocytes,Q101405103,Q18031521
813,SLC1A2,Astrocytes,Q67801129,Q18031521
819,SLC1A2,Bergmann glia,Q101404920,Q18031521
820,SLC1A2,Glutaminergic neurons,Q101404918,Q18031521
821,GFAP,Astrocytes,Q101405103,Q14864879
822,GFAP,Astrocytes,Q67801129,Q14864879
828,GFAP,Bergmann glia,Q101404920,Q14864879
829,GFAP,Endothelial cells (blood brain barrier),Q101405062,Q14864879
830,GFAP,Enteric glia cells,Q101405119,Q14864879
831,GFAP,Ependymal cells,Q101405078,Q14864879
832,GFAP,Hepatic stellate cells,Q101404946,Q14864879
833,GFAP,Myofibroblasts,Q101404949,Q14864879
834,GFAP,Neural stem/precursor cells,Q101405041,Q14864879
835,GFAP,Radial glia cells,Q101404897,Q14864879
836,GFAP,Schwann cells,Q101404893,Q14864879
837,BYSL,Astrocytes,Q101405103,Q17853941
838,BYSL,Astrocytes,Q67801129,Q17853941
844,ALDH1L1,Astrocytes,Q101405103,Q18035880
845,ALDH1L1,Astrocytes,Q67801129,Q18035880
851,ALDH1L1,Bergmann glia,Q101404920,Q18035880
852,CD40,Astrocytes,Q101405103,Q17859635
853,CD40,Astrocytes,Q67801129,Q17859635
859,CD40,B cells,Q68620797,Q17859635
860,CD40,Beta cells,Q101405087,Q17859635
861,CD40,Fibroblasts,Q101404861,Q17859635
862,CD40,Loop of Henle cells,Q101405109,Q17859635
863,CD40,Microglia,Q101404888,Q17859635
864,CD40,Monocytes,Q101405036,Q17859635
865,CD40,Plasma cells,Q101405123,Q17859635
866,CD40,Plasmacytoid dendritic cells,Q101405033,Q17859635
867,CD40,Platelets,Q101404882,Q17859635
868,SLC1A3,Astrocytes,Q101405103,Q14913170
869,SLC1A3,Astrocytes,Q67801129,Q14913170
875,SLC1A3,Bergmann glia,Q101404920,Q14913170
876,SLC1A3,Müller cells,Q101405096,Q14913170
877,SLC1A3,Müller cells,Q101405097,Q14913170
878,SLC1A3,Neural stem/precursor cells,Q101405041,Q14913170
879,SLC1A3,Radial glia cells,Q101404897,Q14913170
880,FGFR3,Astrocytes,Q101405103,Q14914358
881,FGFR3,Astrocytes,Q67801129,Q14914358
887,GJB6,Astrocytes,Q101405103,Q18035847
888,GJB6,Astrocytes,Q67801129,Q18035847
894,GJB6,Bergmann glia,Q101404920,Q18035847
895,AQP4,Astrocytes,Q101405103,Q14902502
896,AQP4,Astrocytes,Q67801129,Q14902502
902,AQP4,Bergmann glia,Q101404920,Q14902502
903,AQP4,Cholangiocytes,Q101405042,Q14902502
904,AQP4,Ependymal cells,Q101405078,Q14902502
905,AQP4,Interneurons,Q101405035,Q14902502
906,AQP4,Müller cells,Q101405096,Q14902502
907,AQP4,Müller cells,Q101405097,Q14902502
908,AQP4,Principal cells,Q101404911,Q14902502
909,HTRA1,Astrocytes,Q101405103,Q18030830
910,HTRA1,Astrocytes,Q67801129,Q18030830
916,HTRA1,Granulosa cells,Q101404921,Q18030830
917,S100A8,Astrocytes,Q101405103,Q20969990
918,S100A8,Astrocytes,Q67801129,Q20969990
924,S100A8,Chondrocytes,Q101405092,Q20969990
925,S100A8,Dendritic cells,Q101404869,Q20969990
926,S100A8,Erythroid-like and erythroid precursor cells,Q101404957,Q20969990
927,S100A8,Macrophages,Q101405081,Q20969990
928,S100A8,Megakaryocytes,Q101404874,Q20969990
929,S100A8,Microglia,Q101404888,Q20969990
930,S100A8,Monocytes,Q101405036,Q20969990
931,S100A8,Myeloid-derived suppressor cells,Q101062473,Q20969990
932,S100A8,Myeloid-derived suppressor cells,Q101404944,Q20969990
933,S100A8,Neutrophils,Q101405102,Q20969990
934,S100A8,Plasmacytoid dendritic cells,Q101405033,Q20969990
935,S100A8,T memory cells,Q101405071,Q20969990
936,CLDN10,Astrocytes,Q101405103,Q18033803
937,CLDN10,Astrocytes,Q67801129,Q18033803
943,CLDN10,Ductal cells,Q101404956,Q18033803
944,CLDN10,Loop of Henle cells,Q101405109,Q18033803
945,ITIH3,Astrocytes,Q101405103,Q18028056
946,ITIH3,Astrocytes,Q67801129,Q18028056
952,ITIH3,Bergmann glia,Q101404920,Q18028056
953,NKAIN4,Astrocytes,Q101405103,Q18049876
954,NKAIN4,Astrocytes,Q67801129,Q18049876
960,NKAIN4,Loop of Henle cells,Q101405109,Q18049876
961,NKAIN4,Purkinje neurons,Q101404913,Q18049876
962,ACSL6,Astrocytes,Q101405103,Q14913118
963,ACSL6,Astrocytes,Q67801129,Q14913118
969,ACSL6,Olfactory epithelial cells,Q101405047,Q14913118
970,ACSBG1,Astrocytes,Q101405103,Q18036994
971,ACSBG1,Astrocytes,Q67801129,Q18036994
977,ACSBG1,Bergmann glia,Q101404920,Q18036994
978,ACSBG1,Leydig cells,Q101405116,Q18036994
979,TRIL,Astrocytes,Q101405103,Q18034741
980,TRIL,Astrocytes,Q67801129,Q18034741
986,GPR37L1,Astrocytes,Q101405103,Q18033966
987,GPR37L1,Astrocytes,Q67801129,Q18033966
993,GPR37L1,Bergmann glia,Q101404920,Q18033966
994,GPR37L1,Endothelial cells (blood brain barrier),Q101405062,Q18033966
995,GPR37L1,Oligodendrocyte progenitor cells,Q101404917,Q18033966
996,GPR37L1,Schwann cells,Q101404893,Q18033966
997,SLC4A4,Astrocytes,Q101405103,Q18033202
998,SLC4A4,Astrocytes,Q67801129,Q18033202
1004,SLC4A4,Bergmann glia,Q101404920,Q18033202
1005,SLC4A4,Mast cells,Q101404923,Q18033202
1006,SLC4A4,Proximal tubule cells,Q101404885,Q18033202
1007,NTSR2,Astrocytes,Q101405103,Q18037544
1008,NTSR2,Astrocytes,Q67801129,Q18037544
1014,NTSR2,Bergmann glia,Q101404920,Q18037544
1015,SLC6A11,Astrocytes,Q101405103,Q18031542
1016,SLC6A11,Astrocytes,Q67801129,Q18031542
1022,HSPA2,Astrocytes,Q101405103,Q18027345
1023,HSPA2,Astrocytes,Q67801129,Q18027345
1029,HSPA2,Ependymal cells,Q101405078,Q18027345
1030,HSPA2,Spermatozoa,Q101405053,Q18027345
1031,SLC16A2,Astrocytes,Q101405103,Q18031570
1032,SLC16A2,Astrocytes,Q67801129,Q18031570
1038,SLC16A2,Choroid plexus cells,Q101404896,Q18031570
1039,SLC16A2,Luteal cells,Q101404954,Q18031570
1040,SLC16A2,Tanycytes,Q101405074,Q18031570
1041,SYNE1,Astrocytes,Q101405103,Q18037107
1042,SYNE1,Astrocytes,Q67801129,Q18037107
1048,SYNE1,Neurons,Q101405104,Q18037107
1049,SYNE1,Photoreceptor cells,Q101404878,Q18037107
1050,SYNE1,Photoreceptor cells,Q101404879,Q18037107
1051,DIO2,Astrocytes,Q101405103,Q17914005
1052,DIO2,Astrocytes,Q67801129,Q17914005
1058,DIO2,Tanycytes,Q101405074,Q17914005
1059,SLC7A10,Astrocytes,Q101405103,Q18042374
1060,SLC7A10,Astrocytes,Q67801129,Q18042374
1066,ENTPD2,Astrocytes,Q101405103,Q17859544
1067,ENTPD2,Astrocytes,Q67801129,Q17859544
1073,ENTPD2,Fibroblasts,Q101404861,Q17859544
1074,ENTPD2,Gamma (PP) cells,Q101405057,Q17859544
1075,ENTPD2,Keratinocytes,Q101405049,Q17859544
1076,HSPB6,Astrocytes,Q101405103,Q18049735
1077,HSPB6,Astrocytes,Q67801129,Q18049735
1083,HSPB6,Smooth muscle cells,Q101404901,Q18049735
1084,PLXNB1,Astrocytes,Q101405103,Q18030607
1085,PLXNB1,Astrocytes,Q67801129,Q18030607
1091,LCAT,Astrocytes,Q101405103,Q14905444
1092,LCAT,Astrocytes,Q67801129,Q14905444
1098,PLA2G7,Astrocytes,Q101405103,Q18032676
1099,PLA2G7,Astrocytes,Q67801129,Q18032676
1105,PLA2G7,Loop of Henle cells,Q101405109,Q18032676
1106,CMTM5,Astrocytes,Q101405103,Q18049207
1107,CMTM5,Astrocytes,Q67801129,Q18049207
1113,CMTM5,Schwann cells,Q101404893,Q18049207
1114,S1PR1,Astrocytes,Q101405103,Q17915625
1115,S1PR1,Astrocytes,Q67801129,Q17915625
1121,S1PR1,Natural killer T cells,Q101404895,Q17915625
1122,SLC39A12,Astrocytes,Q101405103,Q18053467
1123,SLC39A12,Astrocytes,Q67801129,Q18053467
1129,LUZP2,Astrocytes,Q101405103,Q18055234
1130,LUZP2,Astrocytes,Q67801129,Q18055234
1136,LUZP2,Neurons,Q101405104,Q18055234
1137,GSTA4,Astrocytes,Q101405103,Q18015283
1138,GSTA4,Astrocytes,Q67801129,Q18015283
1144,SLC25A28,Astrocytes,Q101405103,Q18047133
1145,SLC25A28,Astrocytes,Q67801129,Q18047133
1151,SLC25A46,Astrocytes,Q101405103,Q18048457
1152,SLC25A46,Astrocytes,Q67801129,Q18048457
1158,SLC25A46,Cajal-Retzius cells,Q101405091,Q18048457
1159,WNT3,Astrocytes,Q101405103,Q18032360
1160,WNT3,Astrocytes,Q67801129,Q18032360
1166,WNT3,Paneth cells,Q101405040,Q18032360
1167,FZD2,Astrocytes,Q101405103,Q18024914
